Term,CRN,Subj,Crse,Title,Campus,Enrollment,%Passing,A,B,C,P,D,F,NP,W,Other,ITV,TV,WEB,CLWEB,TVWEB
W11,10740,MTH,20,Basic Math,2,28,35.70%,2,1,7,0,4,8,0,6,0,0,0,0,0,0
W11,11441,MTH,20,Basic Math,4,31,45.20%,12,1,1,0,1,10,1,5,0,0,0,0,0,0
W11,17170,MTH,65,Introductory Algebra-2nd Term,1,34,73.50%,6,7,10,2,6,1,0,2,0,0,0,0,0,0
W11,12138,MTH,93,Intro TI Graphics Calculator,3,24,91.70%,0,0,0,22,0,0,1,1,0,0,0,0,0,0
W11,11689,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",1,40,90.00%,16,14,6,0,2,1,0,1,0,0,0,0,0,0
W11,11614,MTH,20,Basic Math,3,24,66.70%,8,5,3,0,1,5,0,2,0,0,0,0,0,0
W11,11769,MTH,20,Basic Math,4,27,63.00%,9,3,5,0,2,7,0,1,0,0,0,0,0,0
W11,12027,MTH,20,Basic Math,3,27,81.50%,11,5,6,0,0,3,1,1,0,0,0,1,0,0
W11,13012,MTH,20,Basic Math,3,22,50.00%,0,4,6,1,3,4,0,2,2,0,0,0,0,0
W11,13848,MTH,20,Basic Math,3,19,47.40%,4,1,4,0,4,2,2,2,0,0,0,0,0,0
W11,15331,MTH,20,Basic Math,2,28,60.70%,6,4,7,0,3,5,0,3,0,0,0,0,0,0
W11,17255,MTH,261,Applied Linear Algebra I,1,38,86.80%,11,15,6,1,1,3,0,1,0,0,0,0,0,0
W11,10038,MTH,95,Intermediate Algebra,4,39,87.20%,14,13,6,1,1,3,0,1,0,0,0,0,0,0
W11,11704,MTH,95,Intermediate Algebra,1,34,47.10%,5,6,4,1,7,4,1,6,0,0,0,0,0,0
W11,11885,MTH,95,Intermediate Algebra,3,28,71.40%,5,11,4,0,2,2,0,4,0,0,0,0,0,0
W11,15178,MTH,95,Intermediate Algebra,3,25,40.00%,2,4,4,0,1,8,2,4,0,0,0,0,0,0
W11,15179,MTH,95,Intermediate Algebra,3,29,55.20%,10,5,1,0,0,4,1,8,0,0,0,1,0,0
W11,15644,MTH,95,Intermediate Algebra,2,31,58.10%,6,6,6,0,2,4,2,4,1,0,0,0,0,0
W11,10451,MTH,244,Statistics II,1,27,74.10%,8,11,1,0,2,4,1,0,0,0,0,0,0,0
W11,10814,MTH,111C,"Col Alg for Math,Science,Engin",3,29,58.60%,7,4,6,0,2,4,2,4,0,0,0,0,0,0
W11,15215,MTH,111C,"Col Alg for Math,Science,Engin",3,27,44.40%,6,0,6,0,3,4,0,8,0,0,0,1,0,0
W11,10358,MTH,60,Introductory Algebra- 1st Term,1,30,23.30%,1,1,5,0,2,10,4,7,0,0,0,0,0,0
W11,10370,MTH,60,Introductory Algebra- 1st Term,1,33,54.50%,5,10,3,0,3,7,0,5,0,0,0,0,0,0
W11,11112,MTH,60,Introductory Algebra- 1st Term,2,36,80.60%,17,7,5,0,2,3,0,2,0,0,0,0,0,0
W11,11334,MTH,60,Introductory Algebra- 1st Term,1,30,66.70%,7,5,8,0,4,2,0,4,0,0,0,0,0,0
W11,11616,MTH,60,Introductory Algebra- 1st Term,3,32,65.60%,9,5,7,0,3,5,2,1,0,0,0,0,0,0
W11,11625,MTH,60,Introductory Algebra- 1st Term,2,35,48.60%,6,6,5,0,4,12,1,1,0,0,0,0,0,0
W11,11688,MTH,60,Introductory Algebra- 1st Term,1,25,48.00%,3,4,5,0,2,3,2,6,0,0,0,0,0,0
W11,11767,MTH,60,Introductory Algebra- 1st Term,1,30,80.00%,14,5,3,2,0,5,0,1,0,0,0,0,0,0
W11,14847,MTH,60,Introductory Algebra- 1st Term,4,39,38.50%,5,6,4,0,0,15,1,8,0,0,0,0,0,0
W11,17171,MTH,60,Introductory Algebra- 1st Term,1,26,57.70%,6,3,6,0,2,5,0,3,1,0,0,0,0,0
W11,17211,MTH,111C,"Col Alg for Math,Science,Engin",1,24,8.30%,0,0,2,0,2,9,0,11,0,0,0,1,0,0
W11,15900,MTH,20,Basic Math,1,13,69.20%,4,3,2,0,2,1,0,1,0,0,0,0,0,0
W11,11113,MTH,62,Introductory Algebra-Part II,2,33,78.80%,7,13,5,1,0,2,0,5,0,0,0,0,0,0
W11,10837,MTH,243,Statistics I,1,29,72.40%,8,10,3,0,4,1,0,3,0,0,0,0,0,0
W11,12308,MTH,243,Statistics I,1,28,85.70%,16,6,2,0,0,0,0,4,0,0,0,0,0,0
W11,13421,MTH,243,Statistics I,2,28,71.40%,7,9,4,0,3,2,1,2,0,0,0,0,0,0
W11,10450,MTH,254,Vector Calculus I,1,24,50.00%,6,3,3,0,1,4,1,6,0,0,0,0,0,0
W11,10339,MTH,70,Review of Intro Algebra,3,29,75.90%,7,11,3,1,1,4,0,2,0,0,0,0,0,0
W11,11973,MTH,70,Review of Intro Algebra,1,44,45.50%,8,8,4,0,0,2,3,18,1,0,0,1,0,0
W11,13032,MTH,70,Review of Intro Algebra,3,11,63.60%,4,2,1,0,1,1,1,1,0,0,0,0,0,0
W11,18683,MTH,111C,"Col Alg for Math,Science,Engin",3,12,25.00%,0,1,2,0,3,2,0,4,0,0,0,0,0,0
W11,12538,MTH,254,Vector Calculus I,2,28,89.30%,12,8,4,1,1,1,0,1,0,0,0,0,0,0
W11,10442,MTH,251,Calculus I,1,33,75.80%,5,11,9,0,2,2,1,3,0,0,0,0,0,0
W11,10348,MTH,65,Introductory Algebra-2nd Term,3,22,81.80%,4,7,6,1,1,1,1,1,0,0,0,0,0,0
W11,10789,MTH,251,Calculus I,1,29,58.60%,5,5,7,0,3,6,2,1,0,0,0,0,0,0
W11,11530,MTH,251,Calculus I,2,22,59.10%,6,4,3,0,1,2,1,5,0,0,0,0,0,0
W11,10908,MTH,65,Introductory Algebra-2nd Term,3,25,40.00%,1,5,4,0,1,10,0,4,0,0,0,0,0,0
W11,11281,MTH,65,Introductory Algebra-2nd Term,3,28,78.60%,8,7,6,1,2,2,0,2,0,0,0,0,0,0
W11,12306,MTH,65,Introductory Algebra-2nd Term,1,38,84.20%,19,9,3,1,1,4,0,0,1,0,0,0,0,0
W11,12307,MTH,65,Introductory Algebra-2nd Term,1,35,77.10%,8,13,4,2,2,2,0,4,0,0,0,0,0,0
W11,13849,MTH,65,Introductory Algebra-2nd Term,3,25,60.00%,6,5,4,0,2,5,0,3,0,0,0,0,0,0
W11,11055,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",1,39,89.70%,15,14,5,1,0,1,0,3,0,0,0,0,0,0
W11,10483,MTH,20,Basic Math,2,30,60.00%,8,5,4,1,0,8,1,3,0,0,0,0,0,0
W11,11442,MTH,20,Basic Math,4,29,48.30%,7,3,3,1,3,5,0,4,3,0,0,0,0,0
W11,11468,MTH,20,Basic Math,1,29,41.40%,2,6,4,0,3,4,2,8,0,0,0,0,0,0
W11,13098,MTH,20,Basic Math,3,25,76.00%,5,9,4,1,1,3,0,2,0,0,0,0,0,0
W11,13404,MTH,20,Basic Math,2,26,50.00%,5,6,2,0,5,7,0,1,0,0,0,0,0,0
W11,13963,MTH,20,Basic Math,1,20,80.00%,3,6,7,0,0,3,0,1,0,0,0,0,0,0
W11,15170,MTH,20,Basic Math,3,19,78.90%,8,5,2,0,2,2,0,0,0,0,0,0,0,0
W11,10366,MTH,95,Intermediate Algebra,1,28,28.60%,2,4,2,0,3,9,3,5,0,0,0,0,0,0
W11,11115,MTH,95,Intermediate Algebra,2,32,50.00%,7,3,6,0,2,5,2,7,0,0,0,0,0,0
W11,13128,MTH,95,Intermediate Algebra,4,30,43.30%,5,3,3,2,0,7,2,8,0,0,0,0,0,0
W11,13859,MTH,95,Intermediate Algebra,3,16,68.80%,5,3,3,0,2,2,0,1,0,0,0,0,0,0
W11,14838,MTH,95,Intermediate Algebra,1,13,46.20%,1,2,3,0,1,3,1,2,0,0,0,0,0,0
W11,10350,MTH,30,Business Mathematics,1,21,66.70%,6,4,4,0,1,4,0,1,1,0,1,0,0,0
W11,10447,MTH,244,Statistics II,1,23,47.80%,3,7,1,0,4,3,2,3,0,0,0,0,0,0
W11,10911,MTH,244,Statistics II,3,28,100.00%,17,10,1,0,0,0,0,0,0,0,0,0,0,0
W11,13063,MTH,244,Statistics II,1,11,81.80%,2,2,4,1,1,0,0,1,0,0,0,0,0,0
W11,13203,MTH,111C,"Col Alg for Math,Science,Engin",2,35,51.40%,8,3,7,0,1,4,3,9,0,0,0,0,0,0
W11,10436,MTH,112,Elementary Functions,3,37,54.10%,6,8,5,1,2,5,2,8,0,0,0,0,0,0
W11,10337,MTH,60,Introductory Algebra- 1st Term,3,30,70.00%,5,4,11,1,3,4,1,0,1,0,0,0,0,0
W11,10345,MTH,60,Introductory Algebra- 1st Term,3,37,59.50%,12,7,3,0,6,7,1,1,0,0,0,0,0,0
W11,10840,MTH,60,Introductory Algebra- 1st Term,1,30,60.00%,8,8,2,0,2,5,1,4,0,0,0,0,0,0
W11,11129,MTH,60,Introductory Algebra- 1st Term,3,24,29.20%,1,2,4,0,5,9,1,2,0,0,0,0,0,0
W11,11317,MTH,60,Introductory Algebra- 1st Term,2,30,40.00%,6,3,3,0,1,7,2,8,0,0,0,0,1,0
W11,11879,MTH,60,Introductory Algebra- 1st Term,3,26,46.20%,3,4,4,1,3,6,0,5,0,0,0,0,0,0
W11,11911,MTH,60,Introductory Algebra- 1st Term,3,23,65.20%,3,7,5,0,3,3,0,2,0,0,0,0,0,0
W11,13002,MTH,60,Introductory Algebra- 1st Term,2,38,84.20%,17,15,0,0,2,2,0,1,1,0,0,0,0,0
W11,13967,MTH,60,Introductory Algebra- 1st Term,2,23,60.90%,5,6,3,0,2,4,1,2,0,0,0,0,0,0
W11,17112,MTH,60,Introductory Algebra- 1st Term,4,36,52.80%,4,11,3,1,5,9,0,3,0,0,0,0,0,0
W11,17973,MTH,60,Introductory Algebra- 1st Term,3,21,57.10%,6,4,2,0,1,6,0,2,0,0,0,0,0,0
W11,18005,MTH,99,Introduction to LaTEX,3,26,61.50%,0,0,0,16,0,0,5,5,0,0,0,0,0,0
W11,17688,MTH,60,Introductory Algebra- 1st Term,4,20,80.00%,8,3,5,0,2,1,0,1,0,0,0,0,0,0
W11,15813,MTH,61,Introductory Algebra-Part I,2,28,60.70%,6,4,6,1,2,7,0,2,0,0,0,0,0,0
W11,12495,MTH,60,Introductory Algebra- 1st Term,3,37,67.60%,14,4,7,0,6,4,1,1,0,0,0,0,0,0
W11,15850,MTH,60,Introductory Algebra- 1st Term,3,32,65.60%,8,8,5,0,0,10,0,1,0,0,0,0,0,0
W11,15892,MTH,60,Introductory Algebra- 1st Term,1,30,46.70%,2,6,6,0,1,11,0,4,0,0,0,0,0,0
W11,15879,MTH,20,Basic Math,1,24,75.00%,5,6,7,0,3,1,0,1,1,0,0,0,0,0
W11,10823,MTH,62,Introductory Algebra-Part II,2,28,46.40%,3,3,7,0,1,5,1,7,1,0,0,0,0,0
W11,11880,MTH,62,Introductory Algebra-Part II,3,39,74.40%,13,7,7,2,4,3,2,1,0,0,0,0,0,0
W11,10868,MTH,243,Statistics I,1,23,73.90%,10,5,2,0,0,1,0,5,0,0,0,0,0,0
W11,10869,MTH,243,Statistics I,1,25,88.00%,0,12,10,0,1,0,0,2,0,0,0,0,0,0
W11,11111,MTH,243,Statistics I,1,19,31.60%,2,2,2,0,3,2,1,7,0,0,0,1,0,0
W11,15366,MTH,70,Review of Intro Algebra,4,31,67.70%,5,7,7,2,3,2,2,3,0,0,0,0,0,0
W11,18350,MTH,20,Basic Math,3,15,80.00%,6,2,4,0,0,2,0,1,0,0,0,0,0,0
W11,18755,MTH,95,Intermediate Algebra,4,37,43.20%,10,2,2,2,3,5,2,11,0,0,0,1,0,0
W11,10692,MTH,243,Statistics I,1,17,41.20%,1,3,3,0,6,1,0,3,0,0,0,1,0,0
W11,11876,MTH,253,Calculus III,2,25,72.00%,6,7,5,0,1,1,0,5,0,0,0,0,0,0
W11,10435,MTH,253,Calculus III,3,26,57.70%,7,6,2,0,0,4,1,6,0,0,0,0,0,0
W11,17746,MTH,251,Calculus I,2,31,74.20%,6,11,6,0,2,1,0,5,0,0,0,0,0,0
W11,11060,MTH,65,Introductory Algebra-2nd Term,1,15,86.70%,4,1,8,0,0,1,0,1,0,0,0,0,0,0
W11,11622,MTH,65,Introductory Algebra-2nd Term,2,38,78.90%,13,10,6,1,3,1,1,3,0,0,0,0,0,0
W11,15332,MTH,65,Introductory Algebra-2nd Term,2,34,67.60%,8,13,2,0,2,5,0,4,0,0,0,0,0,0
W11,11130,MTH,65,Introductory Algebra-2nd Term,3,29,82.80%,7,13,4,0,2,3,0,0,0,0,0,0,0,0
W11,11131,MTH,65,Introductory Algebra-2nd Term,3,23,78.30%,7,5,6,0,0,2,0,2,1,0,0,0,0,0
W11,13344,MTH,65,Introductory Algebra-2nd Term,1,25,76.00%,5,8,6,0,1,2,0,2,1,0,0,0,0,0
W11,13418,MTH,65,Introductory Algebra-2nd Term,2,30,50.00%,5,5,5,0,4,5,2,4,0,0,0,0,0,0
W11,11330,MTH,65,Introductory Algebra-2nd Term,1,38,55.30%,8,7,6,0,5,3,2,7,0,0,0,0,0,0
W11,10907,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",3,21,61.90%,4,5,4,0,2,3,1,2,0,0,0,0,0,0
W11,11345,MTH,20,Basic Math,1,31,54.80%,12,1,3,1,1,3,0,8,2,0,0,0,0,0
W11,17257,MTH,65,Introductory Algebra-2nd Term,1,27,77.80%,10,5,6,0,0,4,0,2,0,0,0,0,0,0
W11,15677,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",1,25,76.00%,10,7,2,0,0,2,0,4,0,0,0,0,0,0
W11,13046,MTH,20,Basic Math,3,16,81.30%,4,7,2,0,0,2,0,0,1,0,0,0,0,0
W11,10354,MTH,95,Intermediate Algebra,1,28,46.40%,4,5,4,0,7,6,0,2,0,0,0,0,0,0
W11,10355,MTH,95,Intermediate Algebra,1,40,90.00%,20,10,3,3,0,1,1,2,0,0,0,0,0,0
W11,10941,MTH,95,Intermediate Algebra,3,35,77.10%,12,10,5,0,2,2,0,4,0,0,0,0,0,0
W11,12516,MTH,95,Intermediate Algebra,3,11,63.60%,2,2,1,2,0,1,1,2,0,0,0,0,0,0
W11,13060,MTH,95,Intermediate Algebra,1,39,64.10%,8,10,7,0,8,3,0,2,1,0,0,0,0,0
W11,10437,MTH,212,Foundations of Elem Math II,3,13,84.60%,6,3,2,0,0,1,0,1,0,0,0,0,0,0
W11,13042,MTH,244,Statistics II,2,32,87.50%,12,10,6,0,1,1,1,1,0,0,0,0,0,0
W11,11134,MTH,111C,"Col Alg for Math,Science,Engin",3,24,45.80%,2,6,3,0,2,6,1,4,0,0,0,0,0,0
W11,11975,MTH,111C,"Col Alg for Math,Science,Engin",1,32,65.60%,16,3,2,0,1,2,3,5,0,0,0,0,0,0
W11,10815,MTH,112,Elementary Functions,3,33,48.50%,4,7,3,2,0,9,1,7,0,0,0,0,0,0
W11,10870,MTH,112,Elementary Functions,1,31,51.60%,3,9,2,2,4,4,1,5,1,0,0,0,0,0
W11,11899,MTH,112,Elementary Functions,3,26,69.20%,6,10,2,0,2,2,0,4,0,0,0,0,0,0
W11,10367,MTH,60,Introductory Algebra- 1st Term,1,37,56.80%,8,4,9,0,1,11,0,4,0,0,0,0,0,0
W11,10632,MTH,60,Introductory Algebra- 1st Term,1,30,43.30%,5,4,4,0,2,11,2,2,0,0,0,0,0,0
W11,10963,MTH,60,Introductory Algebra- 1st Term,1,33,69.70%,9,6,8,0,4,5,0,1,0,0,0,0,0,0
W11,11191,MTH,60,Introductory Algebra- 1st Term,2,29,44.80%,4,4,4,1,1,8,1,6,0,0,0,0,0,0
W11,11617,MTH,60,Introductory Algebra- 1st Term,3,38,47.40%,8,6,4,0,6,7,2,5,0,0,0,0,0,0
W11,14356,MTH,60,Introductory Algebra- 1st Term,1,23,39.10%,1,5,3,0,3,7,2,2,0,0,0,1,0,0
W11,17975,MTH,65,Introductory Algebra-2nd Term,3,29,75.90%,3,7,12,0,2,2,1,2,0,0,0,0,0,0
W11,15831,MTH,111C,"Col Alg for Math,Science,Engin",1,26,80.80%,5,9,7,0,2,1,0,2,0,0,0,0,0,0
W11,10631,MTH,243,Statistics I,1,24,95.80%,6,6,10,1,1,0,0,0,0,0,0,0,0,0
W11,12034,MTH,243,Statistics I,4,29,79.30%,5,13,4,1,3,2,0,1,0,0,0,0,0,0
W11,11529,MTH,70,Review of Intro Algebra,2,26,73.10%,4,5,10,0,5,0,0,2,0,0,0,0,0,0
W11,10910,MTH,252,Calculus II,3,24,70.80%,8,6,3,0,5,2,0,0,0,0,0,0,0,0
W11,17580,MTH,20,Basic Math,4,25,60.00%,6,3,6,0,1,3,0,6,0,0,0,0,0,0
W11,17453,MTH,243,Statistics I,1,52,75.00%,19,11,9,0,3,1,2,6,1,0,0,1,0,0
W11,10362,MTH,65,Introductory Algebra-2nd Term,1,28,67.90%,11,2,6,0,4,3,0,1,1,0,0,0,0,0
W11,14358,MTH,65,Introductory Algebra-2nd Term,1,39,71.80%,12,10,4,2,3,1,1,6,0,0,0,1,0,0
W11,10033,MTH,65,Introductory Algebra-2nd Term,4,32,68.80%,11,6,4,1,2,6,0,2,0,0,0,0,0,0
W11,10591,MTH,65,Introductory Algebra-2nd Term,2,36,66.70%,6,10,8,0,0,6,3,2,1,0,0,0,0,0
W11,11114,MTH,65,Introductory Algebra-2nd Term,2,19,63.20%,4,5,3,0,3,3,0,1,0,0,0,0,1,0
W11,14280,MTH,65,Introductory Algebra-2nd Term,2,36,80.60%,11,14,4,0,0,3,0,4,0,0,0,0,0,0
W11,15306,MTH,65,Introductory Algebra-2nd Term,3,21,57.10%,4,5,3,0,2,5,0,2,0,0,0,0,0,0
W11,15333,MTH,65,Introductory Algebra-2nd Term,2,36,72.20%,13,9,4,0,2,3,1,4,0,0,0,0,0,0
W11,12815,MTH,65,Introductory Algebra-2nd Term,1,22,36.40%,1,4,3,0,2,11,0,1,0,0,0,0,0,0
W11,14839,MTH,65,Introductory Algebra-2nd Term,1,28,71.40%,14,5,1,0,1,3,2,2,0,0,0,0,0,0
W11,12994,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",2,30,56.70%,3,7,7,0,3,3,1,6,0,0,0,0,0,0
W11,11313,MTH,15,Conquering Math Anxiety,2,23,87.00%,0,0,0,20,0,0,1,2,0,0,0,0,0,0
W11,17168,MTH,65,Introductory Algebra-2nd Term,1,19,73.70%,9,2,2,1,1,2,1,1,0,0,0,0,0,0
W11,11428,MTH,20,Basic Math,3,26,65.40%,4,6,6,1,5,2,0,2,0,0,0,0,0,0
W11,11878,MTH,20,Basic Math,3,24,95.80%,10,8,5,0,0,1,0,0,0,0,0,0,0,0
W11,13968,MTH,20,Basic Math,2,31,61.30%,4,6,9,0,1,7,0,4,0,0,0,0,0,0
W11,11874,MTH,61,Introductory Algebra-Part I,2,35,45.70%,4,7,5,0,4,9,1,5,0,0,0,0,0,0
W11,10357,MTH,95,Intermediate Algebra,1,31,48.40%,7,7,1,0,0,4,4,5,3,0,0,0,0,0
W11,11331,MTH,95,Intermediate Algebra,1,29,34.50%,0,5,4,1,2,8,2,7,0,0,0,0,0,0
W11,12031,MTH,95,Intermediate Algebra,4,32,71.90%,10,10,3,0,6,0,0,3,0,0,0,0,0,0
W11,12505,MTH,95,Intermediate Algebra,3,19,42.10%,2,4,2,0,4,3,1,3,0,0,0,0,0,0
W11,12814,MTH,95,Intermediate Algebra,1,24,62.50%,4,5,6,0,2,2,1,4,0,0,0,0,0,0
W11,13127,MTH,95,Intermediate Algebra,4,36,91.70%,15,14,4,0,1,0,0,2,0,0,0,0,0,0
W11,11333,MTH,111C,"Col Alg for Math,Science,Engin",1,23,56.50%,9,2,2,0,1,6,0,3,0,0,0,0,0,0
W11,10438,MTH,112,Elementary Functions,3,28,71.40%,5,6,8,1,6,1,1,0,0,0,0,0,0,0
W11,11293,MTH,112,Elementary Functions,2,31,74.20%,7,8,8,0,0,3,2,3,0,0,0,0,0,0
W11,12510,MTH,112,Elementary Functions,3,28,82.10%,10,8,4,1,1,1,0,3,0,0,0,0,0,0
W11,11478,MTH,60,Introductory Algebra- 1st Term,1,36,80.60%,9,15,5,0,0,7,0,0,0,0,0,0,0,0
W11,12032,MTH,60,Introductory Algebra- 1st Term,4,27,70.40%,7,7,5,0,2,5,0,1,0,0,0,0,0,0
W11,12033,MTH,60,Introductory Algebra- 1st Term,4,33,72.70%,8,4,12,0,0,5,0,4,0,0,0,0,0,0
W11,13100,MTH,60,Introductory Algebra- 1st Term,3,30,56.70%,6,7,4,0,3,3,0,6,1,0,0,0,0,0
W11,13824,MTH,60,Introductory Algebra- 1st Term,1,32,75.00%,4,10,10,0,2,2,0,4,0,0,0,0,0,0
W11,13825,MTH,60,Introductory Algebra- 1st Term,1,35,68.60%,12,4,7,1,7,3,0,1,0,0,0,0,0,0
W11,14307,MTH,60,Introductory Algebra- 1st Term,2,37,81.10%,11,14,5,0,1,3,0,3,0,0,0,0,0,0
W11,17169,MTH,60,Introductory Algebra- 1st Term,1,42,59.50%,5,14,6,0,4,8,0,5,0,0,0,0,0,0
W11,17978,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",3,27,85.20%,11,7,5,0,1,0,1,2,0,0,0,0,0,0
W11,15812,MTH,60,Introductory Algebra- 1st Term,2,31,51.60%,3,5,7,1,2,5,2,6,0,0,0,0,1,0
W11,17127,MTH,112,Elementary Functions,4,22,72.70%,14,1,1,0,2,1,0,3,0,0,0,0,0,0
W11,16164,MTH,20,Basic Math,1,15,93.30%,4,5,5,0,0,0,0,1,0,0,0,0,0,0
W11,17113,MTH,62,Introductory Algebra-Part II,4,23,73.90%,4,4,4,5,3,1,1,1,0,0,0,0,0,0
W11,10446,MTH,243,Statistics I,1,25,92.00%,11,7,4,1,0,0,1,1,0,0,0,0,0,0
W11,11014,MTH,243,Statistics I,2,27,85.20%,7,9,5,2,2,0,2,0,0,0,0,0,0,0
W11,11883,MTH,70,Review of Intro Algebra,3,26,46.20%,2,6,3,1,1,5,2,6,0,0,0,0,0,0
W11,17537,MTH,20,Basic Math,4,18,66.70%,2,5,5,0,2,2,0,2,0,0,0,0,0,0
W11,17302,MTH,60,Introductory Algebra- 1st Term,1,38,52.60%,6,8,6,0,3,6,2,6,1,0,0,1,0,0
W11,10343,MTH,65,Introductory Algebra-2nd Term,3,25,52.00%,5,3,5,0,5,4,2,1,0,0,0,0,0,0
W11,10360,MTH,65,Introductory Algebra-2nd Term,1,17,35.30%,1,1,4,0,4,3,0,4,0,0,0,0,0,0
W11,10364,MTH,65,Introductory Algebra-2nd Term,1,26,65.40%,9,6,2,0,1,3,0,5,0,0,0,0,0,0
W11,10959,MTH,65,Introductory Algebra-2nd Term,4,30,80.00%,12,11,1,0,2,2,1,1,0,0,0,0,0,0
W11,15335,MTH,65,Introductory Algebra-2nd Term,2,34,76.50%,7,9,10,0,3,2,2,1,0,0,0,0,0,0
W11,14355,MTH,251,Calculus I,1,39,74.40%,11,11,7,0,4,4,0,2,0,0,0,0,0,0
W11,11221,MTH,65,Introductory Algebra-2nd Term,1,21,76.20%,7,6,2,1,1,2,1,1,0,0,0,0,0,0
W11,12816,MTH,65,Introductory Algebra-2nd Term,1,35,37.10%,3,4,6,0,7,9,0,5,1,0,0,0,0,0
W11,12993,MTH,65,Introductory Algebra-2nd Term,2,13,46.20%,3,3,0,0,1,3,1,1,1,0,0,0,1,0
W11,13051,MTH,65,Introductory Algebra-2nd Term,3,27,55.60%,5,6,2,2,4,5,1,2,0,0,0,0,0,0
W11,13262,MTH,65,Introductory Algebra-2nd Term,3,17,82.40%,4,5,5,0,3,0,0,0,0,0,0,0,0,0
W11,10817,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",3,26,69.20%,6,6,6,0,2,3,2,1,0,0,0,0,0,0
W11,15213,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",3,25,48.00%,3,6,3,0,1,5,1,6,0,0,0,0,0,0
W11,11346,MTH,20,Basic Math,1,35,65.70%,11,11,0,1,1,6,1,3,1,0,0,0,0,0
W11,11347,MTH,20,Basic Math,1,31,45.20%,6,8,0,0,3,5,1,8,0,0,0,0,0,0
W11,11349,MTH,20,Basic Math,1,29,48.30%,10,0,4,0,1,4,1,9,0,0,0,0,0,0
W11,15636,MTH,65,Introductory Algebra-2nd Term,1,29,41.40%,2,4,6,0,8,3,1,5,0,0,0,0,0,0
W11,11427,MTH,20,Basic Math,3,25,52.00%,2,6,5,0,4,3,1,4,0,0,0,0,0,0
W11,11430,MTH,20,Basic Math,3,16,81.30%,10,3,0,0,0,2,0,0,1,0,0,0,0,0
W11,17695,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",2,26,57.70%,9,2,4,0,1,1,0,8,1,0,0,0,1,0
W11,18164,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",1,40,92.50%,19,14,3,1,1,1,0,1,0,0,0,0,0,0
W11,11507,MTH,20,Basic Math,2,31,80.60%,10,8,7,0,2,2,1,1,0,0,0,0,0,0
W11,12028,MTH,20,Basic Math,3,33,66.70%,9,8,5,0,1,7,1,2,0,0,0,1,0,0
W11,13836,MTH,20,Basic Math,4,21,57.10%,3,3,6,0,5,4,0,0,0,0,0,0,0,0
W11,13969,MTH,20,Basic Math,2,32,71.90%,3,7,12,1,1,5,0,2,1,0,0,0,0,0
W11,15181,MTH,20,Basic Math,2,25,84.00%,7,7,6,1,0,2,0,2,0,0,0,0,0,0
W11,10356,MTH,95,Intermediate Algebra,1,22,68.20%,5,4,5,1,3,0,0,4,0,0,0,0,0,0
W11,10992,MTH,95,Intermediate Algebra,3,27,63.00%,2,8,6,1,4,4,0,2,0,0,0,0,0,0
W11,13010,MTH,95,Intermediate Algebra,4,25,52.00%,4,2,7,0,3,6,0,3,0,0,0,0,0,0
W11,13033,MTH,95,Intermediate Algebra,3,22,77.30%,7,6,4,0,1,2,1,1,0,0,0,0,0,0
W11,15334,MTH,95,Intermediate Algebra,2,37,67.60%,9,10,5,1,2,2,1,7,0,0,0,0,0,0
W11,10441,MTH,212,Foundations of Elem Math II,1,23,87.00%,11,4,5,0,1,0,0,2,0,0,0,0,0,0
W11,10767,MTH,111C,"Col Alg for Math,Science,Engin",1,31,32.30%,4,3,3,0,1,6,1,13,0,0,0,0,0,0
W11,10816,MTH,111C,"Col Alg for Math,Science,Engin",3,22,59.10%,8,2,3,0,2,2,3,2,0,0,0,0,0,0
W11,10452,MTH,112,Elementary Functions,1,33,63.60%,5,8,8,0,1,2,0,9,0,0,0,0,0,0
W11,10453,MTH,112,Elementary Functions,1,28,39.30%,8,2,1,0,1,4,1,11,0,0,0,0,0,0
W11,10351,MTH,60,Introductory Algebra- 1st Term,1,19,21.10%,1,2,1,0,1,7,1,6,0,0,1,0,0,0
W11,10368,MTH,60,Introductory Algebra- 1st Term,1,26,61.50%,4,5,7,0,2,6,0,2,0,0,0,0,0,0
W11,10628,MTH,60,Introductory Algebra- 1st Term,4,37,45.90%,4,4,9,0,3,7,3,7,0,0,0,0,0,0
W11,11186,MTH,60,Introductory Algebra- 1st Term,1,37,62.20%,9,10,4,0,1,11,0,2,0,0,0,0,0,0
W11,13995,MTH,60,Introductory Algebra- 1st Term,3,35,62.90%,9,10,3,0,4,4,3,2,0,0,0,0,0,0
W11,14846,MTH,60,Introductory Algebra- 1st Term,4,30,80.00%,16,3,5,0,1,5,0,0,0,0,0,0,0,0
W11,15166,MTH,60,Introductory Algebra- 1st Term,3,33,36.40%,3,2,7,0,3,8,2,3,5,0,0,1,0,0
