Term,CRN,Subj,Crse,Title,Campus,Enrollment,%Passing,A,B,C,P,D,F,NP,W,Other,ITV,TV,WEB,CLWEB,TVWEB
F07,42634,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",1,41,73.20%,10,7,13,0,7,1,0,3,0,0,0,0,0,0
F07,42636,MTH,20,Basic Math,3,41,75.60%,18,8,5,0,3,5,0,2,0,0,0,1,0,0
F07,42638,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",1,35,91.40%,15,10,6,1,1,0,2,0,0,0,0,0,0,0
F07,42640,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",1,14,64.30%,4,2,3,0,0,2,0,3,0,0,0,0,0,0
F07,42667,MTH,20,Basic Math,1,13,84.60%,5,4,1,1,0,0,1,1,0,0,0,0,0,0
F07,42687,MTH,243,Statistics I,1,25,76.00%,4,12,3,0,4,2,0,0,0,0,0,0,0,0
F07,42694,MTH,251,Calculus I,4,17,82.40%,5,6,3,0,1,0,1,0,1,0,0,0,0,0
F07,42725,MTH,61,Introductory Algebra-Part I,2,16,100.00%,14,2,0,0,0,0,0,0,0,0,0,0,0,0
F07,42822,MTH,61,Introductory Algebra-Part I,3,28,75.00%,3,3,15,0,0,2,0,5,0,0,0,0,0,0
F07,42824,MTH,112,Elementary Functions,3,14,28.60%,3,0,1,0,4,2,1,3,0,0,0,0,0,0
F07,42825,MTH,244,Statistics II,3,23,78.30%,8,7,3,0,2,0,0,3,0,0,0,0,0,0
F07,42826,MTH,254,Vector Calculus I,3,23,87.00%,15,4,1,0,1,1,0,0,1,0,0,0,0,0
F07,42837,MTH,252,Calculus II,2,26,69.20%,10,7,1,0,0,6,0,2,0,0,0,0,0,0
F07,42856,MTH,243,Statistics I,2,30,73.30%,7,6,7,2,3,0,2,3,0,0,0,0,0,0
F07,42860,MTH,60,Introductory Algebra- 1st Term,1,29,65.50%,4,5,10,0,3,2,1,4,0,0,0,0,0,0
F07,42861,MTH,65,Introductory Algebra-2nd Term,1,21,38.10%,2,4,2,0,2,0,1,10,0,0,0,1,0,0
F07,42862,MTH,111C,"Col Alg for Math,Science,Engin",1,16,87.50%,7,5,2,0,1,0,0,1,0,0,0,0,0,0
F07,42863,MTH,95,Intermediate Algebra,1,34,94.10%,9,15,8,0,2,0,0,0,0,0,0,0,0,0
F07,43155,MTH,65,Introductory Algebra-2nd Term,4,17,76.50%,4,5,3,1,1,1,0,2,0,0,0,0,0,0
F07,43191,MTH,60,Introductory Algebra- 1st Term,2,30,70.00%,6,6,9,0,1,5,0,3,0,0,0,0,0,0
F07,43269,MTH,91,Intermediate Algebra Part I,3,14,57.10%,4,0,4,0,2,0,1,3,0,0,0,0,0,0
F07,43348,MTH,91,Intermediate Algebra Part I,2,16,75.00%,2,6,4,0,0,0,1,2,1,0,0,0,0,0
F07,43349,MTH,243,Statistics I,2,31,80.60%,6,12,6,1,4,0,1,1,0,0,0,0,0,0
F07,43350,MTH,111C,"Col Alg for Math,Science,Engin",2,23,69.60%,5,7,4,0,1,4,0,2,0,0,0,0,0,0
F07,43351,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",2,27,66.70%,9,5,4,0,0,4,1,3,1,0,0,0,0,0
F07,43352,MTH,10B,Fundamentals of Arithmetic I,2,14,57.10%,5,1,2,0,2,3,0,1,0,0,0,0,0,0
F07,43358,MTH,91,Intermediate Algebra Part I,2,22,81.80%,7,6,5,0,1,3,0,0,0,0,0,0,0,0
F07,43365,MTH,65,Introductory Algebra-2nd Term,2,29,86.20%,4,7,13,1,2,1,1,0,0,0,0,0,0,0
F07,43455,MTH,65,Introductory Algebra-2nd Term,4,24,70.80%,4,7,6,0,1,3,2,0,1,0,0,1,0,0
F07,43597,MTH,20,Basic Math,3,42,61.90%,10,11,5,0,1,3,0,12,0,0,0,1,0,0
F07,43598,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",3,19,36.80%,2,2,3,0,1,5,1,5,0,0,0,1,0,0
F07,43624,MTH,65,Introductory Algebra-2nd Term,1,23,73.90%,6,7,4,0,0,0,0,5,1,0,0,0,0,0
F07,43698,MTH,112,Elementary Functions,1,31,58.10%,7,5,6,0,0,7,4,2,0,0,0,0,0,0
F07,43699,MTH,65,Introductory Algebra-2nd Term,1,30,80.00%,8,12,4,0,0,0,0,6,0,0,0,0,0,0
F07,43748,MTH,65,Introductory Algebra-2nd Term,1,26,65.40%,3,5,9,0,1,5,0,3,0,0,0,0,0,0
F07,43911,MTH,60,Introductory Algebra- 1st Term,2,39,82.10%,14,15,3,0,0,6,0,1,0,0,0,0,0,0
F07,44088,MTH,243,Statistics I,1,17,70.60%,2,3,7,0,3,0,1,1,0,0,0,0,0,0
F07,44127,MTH,65,Introductory Algebra-2nd Term,1,30,80.00%,10,9,5,0,0,0,0,5,1,0,0,0,0,0
F07,44131,MTH,65,Introductory Algebra-2nd Term,1,31,54.80%,4,8,3,2,1,0,9,4,0,0,0,0,0,0
F07,44132,MTH,95,Intermediate Algebra,1,27,66.70%,6,7,1,4,0,0,3,3,3,0,0,0,0,0
F07,44133,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",1,27,96.30%,13,8,4,1,0,0,1,0,0,0,0,0,0,0
F07,44134,MTH,60,Introductory Algebra- 1st Term,1,36,72.20%,8,9,9,0,4,3,1,2,0,0,0,0,0,0
F07,44136,MTH,112,Elementary Functions,1,25,72.00%,6,6,6,0,5,0,0,2,0,0,0,0,0,0
F07,44312,MTH,60,Introductory Algebra- 1st Term,4,35,74.30%,12,10,4,0,3,6,0,0,0,0,0,0,0,0
F07,44326,MTH,95,Intermediate Algebra,3,11,45.50%,4,0,1,0,0,3,0,3,0,0,0,0,0,0
F07,44327,MTH,251,Calculus I,3,21,42.90%,6,1,2,0,4,4,1,2,1,0,0,0,0,0
F07,44421,MTH,253,Calculus III,2,17,88.20%,7,6,2,0,0,0,1,1,0,0,0,0,0,0
F07,44429,MTH,60,Introductory Algebra- 1st Term,3,49,59.20%,6,8,15,0,3,1,1,15,0,0,0,1,0,0
F07,44431,MTH,22,Measurements,2,24,83.30%,14,5,1,0,0,0,4,0,0,0,0,0,0,0
F07,44453,MTH,65,Introductory Algebra-2nd Term,3,13,84.60%,4,5,2,0,0,0,0,2,0,0,0,0,0,0
F07,44456,MTH,20,Basic Math,4,29,51.70%,9,1,5,0,0,13,1,0,0,0,0,0,0,0
F07,44457,MTH,95,Intermediate Algebra,4,31,87.10%,13,10,4,0,1,1,1,1,0,0,0,0,0,0
F07,44487,MTH,65,Introductory Algebra-2nd Term,3,17,82.40%,3,9,2,0,0,2,0,1,0,0,0,1,0,0
F07,44658,MTH,60,Introductory Algebra- 1st Term,3,20,70.00%,5,4,5,0,0,3,0,3,0,0,0,0,0,0
F07,44748,MTH,65,Introductory Algebra-2nd Term,1,28,57.10%,7,4,5,0,4,2,2,4,0,0,0,0,0,0
F07,44749,MTH,65,Introductory Algebra-2nd Term,1,33,78.80%,14,8,4,0,0,0,1,6,0,0,0,0,0,0
F07,44912,MTH,95,Intermediate Algebra,3,37,56.80%,12,6,3,0,1,9,0,6,0,0,0,1,0,0
F07,44954,MTH,95,Intermediate Algebra,4,24,83.30%,5,6,9,0,1,1,2,0,0,0,0,0,0,0
F07,45350,MTH,20,Basic Math,3,22,50.00%,5,4,2,0,0,2,0,9,0,0,0,0,0,0
F07,45628,MTH,60,Introductory Algebra- 1st Term,3,36,75.00%,15,6,6,0,1,7,1,0,0,0,0,0,0,0
F07,45630,MTH,60,Introductory Algebra- 1st Term,3,35,82.90%,15,10,4,0,3,2,0,1,0,0,0,0,0,0
F07,45633,MTH,211,Foundations of Elem Math I,3,16,100.00%,11,4,1,0,0,0,0,0,0,0,0,0,0,0
F07,45741,MTH,60,Introductory Algebra- 1st Term,4,29,62.10%,12,5,1,0,4,5,0,2,0,0,0,0,0,0
F07,45774,MTH,65,Introductory Algebra-2nd Term,4,19,73.70%,8,3,3,0,0,2,1,0,2,0,0,0,0,0
F07,45775,MTH,111C,"Col Alg for Math,Science,Engin",4,15,73.30%,4,4,3,0,2,2,0,0,0,0,0,0,0,0
F07,46207,MTH,60,Introductory Algebra- 1st Term,2,26,53.80%,3,5,6,0,2,0,7,2,1,0,0,0,0,0
F07,46208,MTH,60,Introductory Algebra- 1st Term,2,39,84.60%,20,8,5,0,2,2,1,1,0,0,0,0,0,0
F07,46209,MTH,65,Introductory Algebra-2nd Term,2,14,57.10%,3,3,2,0,1,1,3,1,0,0,0,0,0,0
F07,46210,MTH,111B,"Col Alg-Bus,Mgmt,Life, Soc Sci",2,13,76.90%,3,3,4,0,0,0,1,2,0,0,0,0,0,0
F07,46211,MTH,95,Intermediate Algebra,2,25,28.00%,3,3,1,0,0,0,10,5,3,0,0,0,0,0
F07,46226,MTH,111C,"Col Alg for Math,Science,Engin",2,29,58.60%,6,8,3,0,2,1,6,3,0,0,0,0,0,0
F07,46235,MTH,112,Elementary Functions,2,23,56.50%,6,3,4,0,5,2,0,3,0,0,0,0,0,0
F07,46238,MTH,213,Foundations of Elem Math III,2,15,100.00%,2,12,1,0,0,0,0,0,0,0,0,0,0,0
F07,46240,MTH,243,Statistics I,2,15,100.00%,5,8,2,0,0,0,0,0,0,0,0,0,0,0
F07,46253,MTH,254,Vector Calculus I,2,11,54.50%,1,2,3,0,1,1,0,2,1,0,0,0,0,0
F07,46257,MTH,256,Differential Equations,2,30,90.00%,20,7,0,0,0,0,0,3,0,0,0,0,0,0
F07,46578,MTH,20,Basic Math,1,16,87.50%,5,6,3,0,0,0,2,0,0,0,0,0,0,0
F07,46627,MTH,20,Basic Math,4,23,69.60%,3,8,5,0,0,0,6,0,1,0,0,0,0,0
F07,46656,MTH,60,Introductory Algebra- 1st Term,4,31,90.30%,3,21,4,0,1,0,2,0,0,0,0,0,0,0
F07,46911,MTH,65,Introductory Algebra-2nd Term,4,16,62.50%,6,3,1,0,2,1,1,1,1,0,0,0,0,0
F07,47300,MTH,60,Introductory Algebra- 1st Term,1,26,65.40%,6,8,3,0,2,3,0,4,0,0,0,0,0,0
F07,47302,MTH,95,Intermediate Algebra,1,19,57.90%,5,4,2,0,1,1,1,5,0,0,0,0,0,0
F07,47303,MTH,243,Statistics I,1,11,81.80%,0,1,8,0,0,2,0,0,0,0,0,0,0,0
F07,47304,MTH,60,Introductory Algebra- 1st Term,1,25,72.00%,9,4,5,0,0,1,1,5,0,0,0,0,0,0
F07,47348,MTH,20,Basic Math,4,20,70.00%,7,5,2,0,0,0,5,0,1,0,0,0,0,0
F07,47364,MTH,20,Basic Math,4,22,68.20%,10,3,2,0,2,0,0,5,0,0,0,0,0,0
F07,47370,MTH,60,Introductory Algebra- 1st Term,4,17,70.60%,6,3,3,0,0,3,0,2,0,0,0,0,0,0
F07,47372,MTH,65,Introductory Algebra-2nd Term,4,11,72.70%,1,3,4,0,0,1,0,2,0,0,0,0,0,0
W08,11895,MTH,15,Conquering Math Anxiety,2,22,90.90%,0,0,0,20,0,0,2,0,0,0,0,0,0,0
W08,11941,MTH,20,Basic Math,1,25,76.00%,11,2,6,0,0,4,0,2,0,0,0,0,0,0
W08,11943,MTH,20,Basic Math,1,29,72.40%,12,5,4,0,1,3,0,2,2,0,0,0,0,0
W08,11945,MTH,20,Basic Math,1,31,64.50%,8,5,7,0,3,8,0,0,0,0,0,0,0,0
W08,11948,MTH,20,Basic Math,1,17,94.10%,8,5,3,0,1,0,0,0,0,0,0,0,0,0
W08,11944,MTH,20,Basic Math,1,30,60.00%,3,10,5,0,2,6,0,4,0,0,0,0,0,0
W08,11946,MTH,20,Basic Math,1,27,51.90%,3,6,4,1,1,5,0,7,0,0,0,0,0,0
W08,11947,MTH,20,Basic Math,1,17,82.40%,5,8,1,0,1,1,0,1,0,0,0,0,0,0
W08,12224,MTH,20,Basic Math,1,21,81.00%,7,7,3,0,0,1,0,3,0,0,0,0,0,0
W08,12470,MTH,20,Basic Math,2,30,46.70%,6,4,4,0,4,8,1,3,0,0,0,0,0,0
W08,10965,MTH,20,Basic Math,2,35,80.00%,21,2,5,0,5,1,0,1,0,0,0,0,0,0
W08,11419,MTH,20,Basic Math,2,16,37.50%,1,4,1,0,4,0,6,0,0,0,0,0,0,0
W08,12279,MTH,20,Basic Math,2,31,67.70%,3,10,8,0,3,0,6,1,0,0,0,0,0,0
W08,10598,MTH,20,Basic Math,2,39,51.30%,8,8,4,0,8,9,0,2,0,0,0,0,0,0
W08,11902,MTH,20,Basic Math,2,29,55.20%,6,6,4,0,3,1,1,8,0,0,0,0,0,0
W08,12138,MTH,20,Basic Math,3,17,58.80%,2,6,2,0,0,2,1,4,0,0,0,0,0,0
W08,16342,MTH,20,Basic Math,3,14,35.70%,2,2,1,0,5,2,0,2,0,0,0,0,0,0
W08,14591,MTH,20,Basic Math,3,14,50.00%,3,2,2,0,1,4,1,1,0,0,0,0,0,0
W08,13461,MTH,20,Basic Math,3,40,57.50%,13,8,2,0,3,4,0,10,0,0,0,1,0,0
W08,16131,MTH,20,Basic Math,3,13,92.30%,5,6,1,0,0,0,1,0,0,0,0,0,0,0
W08,12144,MTH,20,Basic Math,3,26,65.40%,6,8,3,0,0,6,0,2,1,0,0,0,0,0
W08,13462,MTH,20,Basic Math,3,32,84.40%,14,9,4,0,0,4,0,1,0,0,0,1,0,0
W08,12145,MTH,20,Basic Math,3,22,72.70%,5,6,5,0,1,0,2,1,2,0,0,0,0,0
W08,12147,MTH,20,Basic Math,3,19,68.40%,7,6,0,0,0,2,0,2,2,0,0,0,0,0
W08,13076,MTH,20,Basic Math,3,18,66.70%,3,4,5,0,0,5,0,0,1,0,0,0,0,0
W08,12141,MTH,20,Basic Math,3,23,78.30%,7,6,5,0,0,0,1,4,0,0,0,0,0,0
W08,12146,MTH,20,Basic Math,3,15,73.30%,4,6,1,0,0,0,2,2,0,0,0,0,0,0
W08,12452,MTH,20,Basic Math,3,13,46.20%,1,4,1,0,4,2,0,1,0,0,0,0,0,0
W08,16043,MTH,20,Basic Math,3,13,92.30%,7,4,1,0,0,0,0,1,0,0,0,0,0,0
W08,12167,MTH,20,Basic Math,4,29,65.50%,8,11,0,0,2,7,1,0,0,0,0,0,0,0
W08,12930,MTH,20,Basic Math,4,23,60.90%,5,7,2,0,5,3,0,1,0,0,0,0,0,0
W08,16245,MTH,20,Basic Math,4,23,60.90%,4,3,7,0,0,0,5,4,0,0,0,0,0,0
W08,16239,MTH,20,Basic Math,4,19,52.60%,2,4,4,0,0,0,7,2,0,0,0,0,0,0
W08,12168,MTH,20,Basic Math,4,21,52.40%,2,5,4,0,1,0,5,3,1,0,0,0,0,0
W08,17074,MTH,20,Basic Math,4,19,73.70%,6,2,6,0,0,0,5,0,0,0,0,0,0,0
W08,12787,MTH,20,Basic Math,4,29,58.60%,7,4,6,0,2,8,0,2,0,0,0,0,0,0
W08,12788,MTH,20,Basic Math,4,18,44.40%,3,3,2,0,4,4,0,2,0,0,0,0,0,0
W08,10433,MTH,30,Business Mathematics,1,22,72.70%,6,5,5,0,0,0,0,6,0,0,1,0,0,0
W08,10442,MTH,60,Introductory Algebra- 1st Term,1,30,46.70%,6,1,7,0,4,6,1,5,0,0,0,0,0,0
W08,11919,MTH,60,Introductory Algebra- 1st Term,1,34,70.60%,7,7,10,0,2,4,0,4,0,0,0,0,0,0
W08,12651,MTH,60,Introductory Algebra- 1st Term,1,39,59.00%,4,10,9,0,6,4,1,4,1,0,0,0,0,0
W08,10455,MTH,60,Introductory Algebra- 1st Term,1,37,70.30%,11,8,7,0,3,2,3,3,0,0,0,0,0,0
W08,11110,MTH,60,Introductory Algebra- 1st Term,1,33,90.90%,13,16,1,0,1,0,0,1,1,0,0,0,0,0
W08,11925,MTH,60,Introductory Algebra- 1st Term,1,28,67.90%,7,6,6,0,0,0,6,3,0,0,0,0,0,0
W08,12242,MTH,60,Introductory Algebra- 1st Term,1,32,59.40%,1,11,7,0,6,1,1,5,0,0,0,0,0,0
W08,13923,MTH,60,Introductory Algebra- 1st Term,1,31,58.10%,8,6,4,0,4,4,0,5,0,0,0,1,0,0
W08,10453,MTH,60,Introductory Algebra- 1st Term,1,37,81.10%,9,16,5,0,4,0,1,2,0,0,0,0,0,0
W08,11668,MTH,60,Introductory Algebra- 1st Term,1,27,59.30%,8,5,1,2,1,0,3,1,6,0,0,0,0,0
W08,10454,MTH,60,Introductory Algebra- 1st Term,1,30,86.70%,11,8,6,1,0,0,2,2,0,0,0,0,0,0
W08,12783,MTH,60,Introductory Algebra- 1st Term,1,34,67.60%,12,6,5,0,3,2,1,5,0,0,0,0,0,0
W08,10456,MTH,60,Introductory Algebra- 1st Term,1,35,62.90%,6,6,10,0,0,0,3,9,1,0,0,0,0,0
W08,10795,MTH,60,Introductory Algebra- 1st Term,1,40,35.00%,3,8,3,0,4,16,1,5,0,0,0,0,0,0
W08,11289,MTH,60,Introductory Algebra- 1st Term,1,32,78.10%,10,9,6,0,1,0,1,5,0,0,0,0,0,0
W08,10434,MTH,60,Introductory Algebra- 1st Term,1,37,40.50%,3,4,8,0,2,14,1,5,0,0,1,0,0,0
W08,11647,MTH,60,Introductory Algebra- 1st Term,1,33,81.80%,19,5,3,0,0,2,0,4,0,0,0,0,0,0
W08,12472,MTH,60,Introductory Algebra- 1st Term,2,32,78.10%,15,4,6,0,2,2,0,3,0,0,0,0,0,0
W08,13803,MTH,60,Introductory Algebra- 1st Term,2,35,77.10%,19,5,3,0,1,4,2,1,0,0,0,0,0,0
W08,11654,MTH,60,Introductory Algebra- 1st Term,2,40,67.50%,13,9,5,0,1,3,7,2,0,0,0,0,0,0
W08,11560,MTH,60,Introductory Algebra- 1st Term,2,26,73.10%,5,7,6,1,4,2,0,1,0,0,0,0,0,0
W08,16010,MTH,60,Introductory Algebra- 1st Term,2,35,77.10%,9,12,6,0,2,3,0,2,1,0,0,0,0,0
W08,12223,MTH,60,Introductory Algebra- 1st Term,2,32,65.60%,5,11,5,0,4,0,1,6,0,0,0,0,0,0
W08,16047,MTH,60,Introductory Algebra- 1st Term,2,33,42.40%,3,4,5,2,0,7,7,5,0,0,0,0,0,0
W08,11900,MTH,60,Introductory Algebra- 1st Term,2,27,66.70%,8,8,2,0,0,0,7,2,0,0,0,0,0,0
W08,12282,MTH,60,Introductory Algebra- 1st Term,2,34,32.40%,6,3,2,0,5,9,3,6,0,0,0,0,0,0
W08,12467,MTH,60,Introductory Algebra- 1st Term,2,31,58.10%,5,7,6,0,6,5,0,2,0,0,0,0,0,0
W08,10424,MTH,60,Introductory Algebra- 1st Term,3,31,83.90%,6,9,11,0,3,0,1,1,0,0,0,0,0,0
W08,12458,MTH,60,Introductory Algebra- 1st Term,3,26,73.10%,6,7,5,1,2,3,0,2,0,0,0,0,0,0
W08,14507,MTH,60,Introductory Algebra- 1st Term,3,45,77.80%,10,9,16,0,4,2,0,1,3,0,0,1,0,0
W08,11583,MTH,60,Introductory Algebra- 1st Term,3,24,54.20%,2,5,6,0,3,2,0,5,1,0,0,0,0,0
W08,10420,MTH,60,Introductory Algebra- 1st Term,3,29,75.90%,7,6,9,0,2,3,1,1,0,0,0,0,0,0
W08,11199,MTH,60,Introductory Algebra- 1st Term,3,35,71.40%,7,7,11,0,6,3,1,0,0,0,0,0,0,0
W08,16345,MTH,60,Introductory Algebra- 1st Term,3,39,71.80%,12,10,6,0,2,4,1,2,2,0,0,0,0,0
W08,12456,MTH,60,Introductory Algebra- 1st Term,3,31,61.30%,9,5,5,0,4,5,2,0,1,0,0,0,0,0
W08,10419,MTH,60,Introductory Algebra- 1st Term,3,19,47.40%,4,2,3,0,5,2,0,3,0,0,0,0,0,0
W08,11582,MTH,60,Introductory Algebra- 1st Term,3,40,60.00%,6,11,7,0,4,6,3,1,2,0,0,0,0,0
W08,13144,MTH,60,Introductory Algebra- 1st Term,3,17,76.50%,3,3,6,1,0,2,0,2,0,0,0,0,0,0
W08,10427,MTH,60,Introductory Algebra- 1st Term,3,32,43.80%,4,5,5,0,4,10,1,3,0,0,0,0,0,0
W08,14506,MTH,60,Introductory Algebra- 1st Term,3,13,84.60%,4,4,3,0,1,0,0,1,0,0,0,0,0,0
W08,12457,MTH,60,Introductory Algebra- 1st Term,3,28,64.30%,8,7,3,0,1,4,0,5,0,0,0,0,0,0
W08,13145,MTH,60,Introductory Algebra- 1st Term,3,32,50.00%,4,7,5,0,4,10,0,2,0,0,0,0,0,0
W08,10425,MTH,60,Introductory Algebra- 1st Term,3,36,36.10%,5,3,5,0,8,13,0,2,0,0,0,0,0,0
W08,10428,MTH,60,Introductory Algebra- 1st Term,3,37,81.10%,11,6,13,0,1,6,0,0,0,0,0,0,0,0
W08,13077,MTH,60,Introductory Algebra- 1st Term,3,23,69.60%,3,7,6,0,1,1,0,5,0,0,0,0,0,0
W08,12335,MTH,60,Introductory Algebra- 1st Term,4,29,72.40%,9,8,4,0,1,5,1,1,0,0,0,0,0,0
W08,14257,MTH,60,Introductory Algebra- 1st Term,4,26,50.00%,4,4,5,0,2,3,6,2,0,0,0,1,0,0
W08,13471,MTH,60,Introductory Algebra- 1st Term,4,35,80.00%,13,9,6,0,2,5,0,0,0,0,0,0,0,0
W08,10791,MTH,60,Introductory Algebra- 1st Term,4,37,48.60%,5,7,6,0,6,2,2,9,0,0,0,0,0,0
W08,13472,MTH,60,Introductory Algebra- 1st Term,4,29,62.10%,7,8,3,0,0,0,8,2,1,0,0,0,0,0
W08,11798,MTH,60,Introductory Algebra- 1st Term,4,28,42.90%,5,1,6,0,3,9,0,2,2,0,0,0,0,0
W08,13060,MTH,61,Introductory Algebra-Part I,2,34,64.70%,8,3,11,0,9,0,2,1,0,0,0,0,0,0
W08,10444,MTH,62,Introductory Algebra-Part II,1,33,72.70%,10,9,5,0,1,1,0,5,2,0,0,0,0,0
W08,14446,MTH,62,Introductory Algebra-Part II,2,18,94.40%,12,5,0,0,0,1,0,0,0,0,0,0,0,0
W08,11085,MTH,62,Introductory Algebra-Part II,2,21,81.00%,4,6,6,1,2,0,0,2,0,0,0,0,0,0
W08,11561,MTH,62,Introductory Algebra-Part II,2,24,79.20%,14,5,0,0,0,0,0,4,1,0,0,0,0,0
W08,13080,MTH,62,Introductory Algebra-Part II,3,25,68.00%,9,3,5,0,1,0,0,7,0,0,0,0,0,0
W08,10450,MTH,65,Introductory Algebra-2nd Term,1,31,48.40%,3,6,6,0,1,5,0,9,1,0,0,0,0,0
W08,10447,MTH,65,Introductory Algebra-2nd Term,1,22,45.50%,0,6,4,0,3,0,3,6,0,0,0,0,0,0
W08,12240,MTH,65,Introductory Algebra-2nd Term,1,24,58.30%,4,5,5,0,5,3,0,2,0,0,0,1,0,0
W08,10435,MTH,65,Introductory Algebra-2nd Term,1,23,56.50%,3,7,2,1,2,0,0,6,2,0,1,0,0,0
W08,11920,MTH,65,Introductory Algebra-2nd Term,1,37,51.40%,3,8,7,1,7,6,2,3,0,0,0,0,0,0
W08,15353,MTH,65,Introductory Algebra-2nd Term,1,16,43.80%,1,3,3,0,3,2,1,3,0,0,0,0,0,0
W08,10446,MTH,65,Introductory Algebra-2nd Term,1,29,65.50%,7,8,3,1,2,3,0,5,0,0,0,0,0,0
W08,13972,MTH,65,Introductory Algebra-2nd Term,1,31,80.60%,8,9,8,0,2,0,0,4,0,0,0,0,0,0
W08,11480,MTH,65,Introductory Algebra-2nd Term,1,22,45.50%,5,1,4,0,1,2,1,8,0,0,0,0,0,0
W08,12246,MTH,65,Introductory Algebra-2nd Term,1,36,75.00%,4,10,12,1,6,2,0,1,0,0,0,1,0,0
W08,13973,MTH,65,Introductory Algebra-2nd Term,1,31,77.40%,13,5,6,0,2,3,0,2,0,0,0,0,0,0
W08,15352,MTH,65,Introductory Algebra-2nd Term,1,15,53.30%,3,3,2,0,0,3,0,4,0,0,0,0,0,0
W08,10449,MTH,65,Introductory Algebra-2nd Term,1,33,66.70%,4,6,12,0,4,3,2,2,0,0,0,0,0,0
W08,11706,MTH,65,Introductory Algebra-2nd Term,1,16,81.30%,3,5,5,0,2,0,0,1,0,0,0,0,0,0
W08,13305,MTH,65,Introductory Algebra-2nd Term,1,28,67.90%,4,9,6,0,2,3,1,2,1,0,0,0,0,0
W08,13971,MTH,65,Introductory Algebra-2nd Term,1,17,82.40%,6,4,3,1,0,0,0,2,1,0,0,0,0,0
W08,10445,MTH,65,Introductory Algebra-2nd Term,1,30,60.00%,6,8,4,0,5,5,0,0,2,0,0,0,0,0
W08,11705,MTH,65,Introductory Algebra-2nd Term,1,33,60.60%,4,7,9,0,6,6,1,0,0,0,0,0,0,0
W08,10436,MTH,65,Introductory Algebra-2nd Term,2,35,77.10%,9,10,8,0,3,3,0,2,0,0,0,0,0,0
W08,11855,MTH,65,Introductory Algebra-2nd Term,2,35,48.60%,8,8,0,1,11,0,1,6,0,0,0,0,0,0
W08,10739,MTH,65,Introductory Algebra-2nd Term,2,36,75.00%,13,7,7,0,7,0,0,2,0,0,0,0,0,0
W08,15992,MTH,65,Introductory Algebra-2nd Term,2,31,54.80%,12,3,2,0,0,8,2,4,0,0,0,0,0,0
W08,11563,MTH,65,Introductory Algebra-2nd Term,2,34,67.60%,10,11,2,0,4,3,2,2,0,0,0,0,0,0
W08,12465,MTH,65,Introductory Algebra-2nd Term,2,11,54.50%,3,1,2,0,0,1,0,4,0,0,0,0,0,0
W08,10431,MTH,65,Introductory Algebra-2nd Term,3,26,57.70%,4,2,9,0,2,7,1,1,0,0,0,0,0,0
W08,12459,MTH,65,Introductory Algebra-2nd Term,3,21,81.00%,11,2,4,0,0,0,1,3,0,0,0,0,0,0
W08,11198,MTH,65,Introductory Algebra-2nd Term,3,32,65.60%,12,3,6,0,6,1,0,3,1,0,0,0,0,0
W08,11834,MTH,65,Introductory Algebra-2nd Term,3,12,75.00%,3,6,0,0,1,0,0,2,0,0,0,0,0,0
W08,13147,MTH,65,Introductory Algebra-2nd Term,3,21,90.50%,12,5,2,0,0,0,0,2,0,0,0,0,0,0
W08,12460,MTH,65,Introductory Algebra-2nd Term,3,26,76.90%,8,4,8,0,2,0,1,3,0,0,0,0,0,0
W08,16173,MTH,65,Introductory Algebra-2nd Term,3,12,75.00%,1,6,2,0,0,2,1,0,0,0,0,0,0,0
W08,10423,MTH,65,Introductory Algebra-2nd Term,3,32,84.40%,14,6,7,0,2,1,0,2,0,0,0,0,0,0
W08,11585,MTH,65,Introductory Algebra-2nd Term,3,18,61.10%,5,3,3,0,1,3,2,1,0,0,0,0,0,0
W08,14549,MTH,65,Introductory Algebra-2nd Term,3,35,54.30%,8,7,4,0,3,8,0,5,0,0,0,1,0,0
W08,10426,MTH,65,Introductory Algebra-2nd Term,3,22,81.80%,12,3,3,0,1,0,0,3,0,0,0,0,0,0
W08,10916,MTH,65,Introductory Algebra-2nd Term,3,29,55.20%,6,6,4,0,7,4,0,2,0,0,0,0,0,0
W08,11196,MTH,65,Introductory Algebra-2nd Term,3,26,65.40%,6,4,7,0,5,1,0,3,0,0,0,0,0,0
W08,11584,MTH,65,Introductory Algebra-2nd Term,3,27,81.50%,6,8,8,0,0,2,0,3,0,0,0,0,0,0
W08,17215,MTH,65,Introductory Algebra-2nd Term,3,12,91.70%,3,4,4,0,0,0,1,0,0,0,0,0,0,0
W08,11835,MTH,65,Introductory Algebra-2nd Term,3,13,92.30%,4,6,2,0,0,1,0,0,0,0,0,0,0,0
W08,13146,MTH,65,Introductory Algebra-2nd Term,3,16,68.80%,4,1,6,0,1,4,0,0,0,0,0,0,0,0
W08,16105,MTH,65,Introductory Algebra-2nd Term,3,11,100.00%,4,4,3,0,0,0,0,0,0,0,0,0,0,0
